Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,57126,2,2,86,228,43,43,43.0,0.0,114,114,114.0,0.0,5496.621503,70.02065609,19042.0,32979.11344,57123,0,0,0.0,0.0,0,0,3,3.0,0.0,3,3,0,0,0,0,64,40,35.01032805,35.01032805,43,114,71.4,38.88830158,1512.3,0,0,0,0,0,0,0,0,1,89.25,43.0,114.0,64,0,0,0,0,0,0,2,86,2,228,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,77745,1,1,57,185,57,57,57.0,0.0,185,185,185.0,0.0,3112.740369,25.72512702,77745.0,0.0,77745,77745,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12.86256351,12.86256351,57,185,99.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,149.5,57.0,185.0,20,0,0,0,0,0,0,1,57,1,185,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55178,549330,1,6,1375,30,1375,1375,1375.0,0.0,6,0,5.0,2.449489743,2557.661151,12.74279577,91555.0,217271.369,535009,0,0,0.0,0.0,0,0,546020,109204.0,238059.6685,535009,0,1,0,0,0,20,132,1.820399396,10.92239637,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375.0,5.0,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57003,64706,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,649.0897289,108.1816215,10784.33333,17313.78811,43660,0,0,0.0,0.0,0,0,48027,9605.4,19086.25015,43660,0,0,0,0,0,20,120,15.45451736,92.72710413,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,217,2,2,80,180,40,40,40.0,0.0,90,90,90.0,0.0,1198156.682,18433.17972,72.33333333,82.5126253,164,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,40,40,9216.589862,9216.589862,40,90,60.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,75.0,40.0,90.0,40,0,0,0,0,0,0,2,80,2,180,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,50122,1,1,60,100,60,60,60.0,0.0,100,100,100.0,0.0,3192.211005,39.90263756,50122.0,0.0,50122,50122,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19.95131878,19.95131878,60,100,73.33333333,23.09401077,533.3333333,0,0,0,0,0,0,0,0,1,110.0,60.0,100.0,32,0,0,0,0,0,0,1,60,1,100,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
42530,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53312,87581106,7,9,11607,62,4380,0,1658.142857,1762.272815,20,0,6.888888889,5.30199124,133.2364997,0.182687805,5838740.4,21300000.0,82600000,1,87600000,14600000.0,35400000.0,86800000,17,86800000,10900000.0,29000000.0,82600000,1,0,0,0,0,152,192,0.079925915,0.10276189,0,4380,686.7647059,1366.16267,1866400.441,0,0,0,0,1,1,0,0,1,729.6875,1658.142857,6.888888889,152,0,0,0,0,0,0,7,11607,9,62,229,256,5,20,4220855.0,0.0,4220855,4220855,82600000.0,0.0,82600000,82600000,BENIGN
53,288,2,2,90,378,45,45,45.0,0.0,189,189,189.0,0.0,1625000.0,13888.88889,96.0,152.581126,272,1,15,15.0,0.0,15,15,1,1.0,0.0,1,1,0,0,0,0,40,64,6944.444444,6944.444444,45,189,102.6,78.87204828,6220.8,0,0,0,0,0,0,0,0,1,128.25,45.0,189.0,40,0,0,0,0,0,0,2,90,2,378,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51087,82090004,7,9,11613,62,5840,0,1659.0,2429.621575,20,0,6.888888889,5.30199124,142.2219446,0.194908018,5472666.933,18700000.0,72700000,51,82100000,13700000.0,32700000.0,80500000,51,80500000,10100000.0,25400000.0,72700000,204,0,0,0,0,152,192,0.085272258,0.10963576,0,5840,687.1176471,1707.681172,2916174.985,0,0,0,0,1,1,0,0,1,730.0625,1659.0,6.888888889,152,0,0,0,0,0,0,7,11613,9,62,229,256,5,20,10055.0,0.0,10055,10055,40300000.0,45800000.0,72700000,7838922,BENIGN
55099,60,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,200000.0,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16666.66667,16666.66667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,31088,64202,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,156615,4,2,164,238,41,41,41.0,0.0,119,119,119.0,0.0,2566.803946,38.31050666,31323.0,46147.75601,102450,3,54161,18053.66667,31227.44009,54112,3,4,4.0,0.0,4,4,0,0,0,0,104,40,25.54033777,12.77016889,41,119,63.28571429,38.06010284,1448.571429,0,0,0,0,0,0,0,0,0,73.83333333,41.0,119.0,104,0,0,0,0,0,0,4,164,2,238,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,365304,4,2,517,0,517,0,129.25,258.5,0,0,0.0,0.0,1415.259619,16.42467643,73060.8,66638.85246,127571,95,365304,121768.0,123985.3429,248102,273,120899,120899.0,0.0,120899,120899,0,0,0,0,136,72,10.94978429,5.474892145,0,517,73.85714286,195.4076325,38184.14286,0,0,0,1,0,0,0,0,0,86.16666667,129.25,0.0,136,0,0,0,0,0,0,4,517,2,0,29200,114,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,223,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,717488.7892,17937.21973,74.33333333,45.61067127,127,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,80,8968.609865,8968.609865,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,197,2,2,104,220,52,52,52.0,0.0,110,110,110.0,0.0,1644670.051,20304.56853,65.66666667,107.6769861,190,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,80,10152.28426,10152.28426,52,110,75.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,94.0,52.0,110.0,64,0,0,0,0,0,0,2,104,2,220,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,137693,2,2,98,530,49,49,49.0,0.0,265,265,265.0,0.0,4560.870923,29.05013327,45897.66667,79490.16241,137685,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,64,14.52506663,14.52506663,49,265,135.4,118.3080724,13996.8,0,0,0,0,0,0,0,0,1,169.25,49.0,265.0,40,0,0,0,0,0,0,2,98,2,530,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
62790,9234986,6,8,11613,56,7215,0,1935.5,3122.940009,20,0,7.0,5.656854249,1263.564449,1.515974144,710383.5385,2230548.193,8060696,3,9234986,1846997.2,3529076.526,8098490,3,8094791,1156398.714,3044522.992,8060696,3,0,0,0,0,132,172,0.649703205,0.86627094,0,7215,778.3333333,2107.034872,4439595.952,0,0,0,0,1,1,0,0,1,833.9285714,1935.5,7.0,132,0,0,0,0,0,0,6,11613,8,56,229,256,4,20,37689.0,0.0,37689,37689,8060696.0,0.0,8060696,8060696,BENIGN
44686,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18867.92453,18867.92453,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,159,344,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116500045,23,18,916,7402,565,0,39.82608696,123.8065398,2896,0,411.2222222,878.4684905,71.39911405,0.351931195,2912501.125,4562132.956,10200000,3,117000000,5295456.591,5075376.89,10200000,3,113000000,6643925.824,4971846.988,10200000,180,0,0,0,0,744,584,0.197424816,0.154506378,0,2896,198.047619,602.6207379,363151.7538,0,0,0,1,0,0,0,0,0,202.8780488,39.82608696,411.2222222,744,0,0,0,0,0,0,23,916,18,7402,29200,61,4,32,94561.63636,206290.5793,716551,32113,10200000.0,76361.66349,10200000,10000000,BENIGN
60780,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,5436,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55665,65,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,184615.3846,30769.23077,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15384.61538,15384.61538,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,29200,64240,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,60929157,15,12,955,1385,671,0,63.66666667,178.5515798,1209,0,115.4166667,346.9103783,38.40525809,0.443137593,2343429.115,4286389.188,10000000,24,60900000,4352082.643,5154677.769,10100000,133,60800000,5531322.545,5258236.194,10100000,377,0,0,0,0,488,392,0.246187552,0.196950042,0,1209,83.57142857,257.857329,66490.40212,0,0,0,1,0,0,0,0,0,86.66666667,63.66666667,115.4166667,488,0,0,0,0,0,0,15,955,12,1385,29200,115,3,32,120207.8333,87693.87655,299212,84234,10000000.0,27951.6828,10000000,9960033,BENIGN
53,60346,2,2,78,194,39,39,39.0,0.0,97,97,97.0,0.0,4507.341,66.28442647,20115.33333,34836.44925,60341,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,40,33.14221324,33.14221324,39,97,62.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,77.75,39.0,97.0,40,0,0,0,0,0,0,2,78,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
61491,25371,7,2,11601,26,4380,0,1657.285714,1763.211531,20,6,13.0,9.899494937,458279.1376,354.7357219,3171.375,6360.934005,17841,5,25371,4228.5,7356.839233,18239,15,5,5.0,0.0,5,5,0,0,0,0,164,40,275.9055615,78.83016042,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,0,1291.888889,1657.285714,13.0,164,0,0,0,0,0,0,7,11601,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55727,2957906,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,12.17077216,2.028462027,591581.2,1300077.223,2917076,1,0,0.0,0.0,0,0,2952968,738242.0,1452654.505,2917076,1,0,0,0,0,20,100,0.338077004,1.690385022,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4564079,5,2,123,46,46,0,24.6,23.27659769,46,0,23.0,32.52691193,37.02828106,1.533715784,760679.8333,1820290.035,4476066,3,4564079,1141019.75,2223464.527,4476066,18,3,3.0,0.0,3,3,1,0,0,0,160,64,1.095511274,0.43820451,0,46,26.875,22.82503325,520.9821429,0,1,0,0,1,0,0,0,0,30.71428571,24.6,23.0,160,0,0,0,0,0,0,5,123,2,46,509,399,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59452,6019925,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.980140949,0.996690158,1203985.0,2684409.132,6005999,3,0,0.0,0.0,0,0,6013823,1503455.75,3001697.018,6005999,3,0,0,0,0,20,100,0.166115026,0.830575132,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,13926.0,0.0,13926,13926,6005999.0,0.0,6005999,6005999,BENIGN
53,501,1,1,88,166,88,88,88.0,0.0,166,166,166.0,0.0,506986.0279,3992.015968,501.0,0.0,501,501,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1996.007984,1996.007984,88,166,114.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,171.0,88.0,166.0,20,0,0,0,0,0,0,1,88,1,166,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8080,998570,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.02577686,6.008592287,199714.0,272563.6913,498513,584,997973,498986.5,156.2705986,499097,498876,997986,498993.0,458.2051942,499317,498669,0,0,0,0,92,60,3.004296143,3.004296143,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58463,281,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,174377.2242,14234.87544,93.66666667,121.3315018,231,1,232,116.0,162.6345597,231,1,0,0.0,0.0,0,0,0,0,0,0,60,20,10676.15658,3558.718861,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,1047,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,144,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,83333.33333,13888.88889,144.0,0.0,144,144,144,144.0,0.0,144,144,0,0.0,0.0,0,0,0,0,0,0,40,0,13888.88889,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59678,97747135,7,9,11607,62,5840,0,1658.142857,2137.29708,20,0,6.888888889,5.30199124,119.379458,0.163687662,6516475.667,23600000.0,91700000,3,97700000,16300000.0,39800000.0,97600000,107,97600000,12200000.0,32200000.0,91700000,3,0,0,0,0,152,192,0.071613352,0.09207431,0,5840,686.7647059,1553.96684,2414812.941,0,0,0,0,1,1,0,0,1,729.6875,1658.142857,6.888888889,152,0,0,0,0,0,0,7,11607,9,62,229,256,5,20,28433.0,0.0,28433,28433,48800000.0,60700000.0,91700000,5889830,BENIGN
52858,71179095,6,10,11607,68,4380,0,1934.5,2188.714486,20,0,6.8,5.006662228,164.0228778,0.2247851,4745273.0,17900000.0,69300000,1,71200000,14200000.0,31800000.0,71200000,171,71200000,7908346.111,23000000.0,69300000,1,0,0,0,0,132,212,0.084294413,0.140490688,0,4380,687.1176471,1548.801952,2398787.485,0,0,0,0,1,1,0,0,1,730.0625,1934.5,6.8,132,0,0,0,0,0,0,6,11607,10,68,229,256,4,20,1852190.0,0.0,1852190,1852190,69300000.0,0.0,69300000,69300000,BENIGN
443,146658,13,14,1489,21478,1110,0,114.5384615,305.1438501,2920,2,1534.142857,820.6785051,156602.4356,184.1017878,5640.692308,12135.24972,34576,31,146534,12211.16667,16685.87627,37627,54,113454,8727.230769,15527.96215,39454,48,0,0,0,0,272,284,88.64160155,95.46018628,0,2920,820.25,945.8527653,894637.4537,0,0,0,1,0,0,0,0,1,850.6296296,114.5384615,1534.142857,272,0,0,0,0,0,0,13,1489,14,21478,8192,32190,12,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,17273986,13,11,4132,1734,586,0,317.8461538,301.4702435,246,0,157.6363636,121.4218042,339.5857794,1.389372436,751042.8696,2235201.851,9976021,48,12300000,1023386.167,2821653.409,9976021,76,17000000,1704579.5,3324143.805,10200000,663,0,0,0,0,280,232,0.752576736,0.6367957,0,586,234.64,245.6562436,60346.99,0,0,0,1,0,0,0,0,0,244.4166667,317.8461538,157.6363636,280,0,0,0,0,0,0,13,4132,11,1734,29200,179,12,20,2304613.0,0.0,2304613,2304613,9976021.0,0.0,9976021,9976021,BENIGN
50523,1198298,6,2,11601,26,4380,0,1933.5,2189.772933,20,6,13.0,9.899494937,9702.928654,6.676135652,171185.4286,437660.0133,1163286,77,1198298,239659.6,516538.3429,1163286,77,240,240.0,0.0,240,240,0,0,0,0,144,40,5.007101739,1.669033913,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,0,1453.375,1933.5,13.0,144,0,0,0,0,0,0,6,11601,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51145,206170,7,2,11601,26,5840,0,1657.285714,2128.375336,20,6,13.0,9.899494937,56395.20784,43.65329582,25771.25,66007.40183,188553,32,206170,34361.66667,75824.00524,188553,50,546,546.0,0.0,546,546,0,0,0,0,164,40,33.95256342,9.700732405,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,0,1291.888889,1657.285714,13.0,164,0,0,0,0,0,0,7,11601,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24656,1,1,81,163,81,81,81.0,0.0,163,163,163.0,0.0,9896.171317,81.11615834,24656.0,0.0,24656,24656,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,40.55807917,40.55807917,81,163,108.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,162.5,81.0,163.0,40,0,0,0,0,0,0,1,81,1,163,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47492,1,1,52,109,52,52,52.0,0.0,109,109,109.0,0.0,3390.044639,42.11235577,47492.0,0.0,47492,47492,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21.05617788,21.05617788,52,109,71.0,32.90896534,1083.0,0,0,0,0,0,0,0,0,1,106.5,52.0,109.0,32,0,0,0,0,0,0,1,52,1,109,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
63473,100895003,6,9,11613,62,7215,0,1935.5,3122.940009,20,0,6.888888889,5.30199124,115.7143531,0.148669404,7206785.929,24100000.0,90300000,3,101000000,20200000.0,44800000.0,100000000,4,100000000,12500000.0,31600000.0,90300000,3,0,0,0,0,132,192,0.059467762,0.089201643,0,7215,730.0625,2044.725914,4180904.062,0,0,0,0,1,1,0,0,1,778.7333333,1935.5,6.888888889,132,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,17875.0,0.0,17875,17875,50200000.0,56800000.0,90300000,9951368,BENIGN
