ACK Flag Count,Active Max,Active Min,Active Std,Average Packet Size,Avg Bwd Segment Size,Avg Fwd Segment Size,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Header Length,Bwd IAT Max,Bwd IAT Mean,Bwd IAT Min,Bwd IAT Std,Bwd PSH Flags,Bwd Packet Length Mean,Bwd Packet Length Min,Bwd Packet Length Std,Bwd Packets/s,Bwd URG Flags,CWE Flag Count,Destination Port,Down/Up Ratio,ECE Flag Count,Flow Duration,Flow IAT Max,Flow IAT Mean,Flow IAT Min,Flow IAT Std,Flow Packets/s,Fwd Avg Bulk Rate,Fwd Avg Packets/Bulk,Fwd Header Length,Fwd Header Length.1,Fwd IAT Max,Fwd IAT Mean,Fwd IAT Min,Fwd IAT Std,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Min,Fwd Packet Length Std,Fwd URG Flags,Idle Max,Idle Min,Idle Std,Init_Win_bytes_backward,Max Packet Length,Min Packet Length,PSH Flag Count,Packet Length Mean,Packet Length Std,Packet Length Variance,RST Flag Count,SYN Flag Count,Subflow Bwd Bytes,Subflow Bwd Packets,Subflow Fwd Bytes,Total Backward Packets,Total Fwd Packets,Total Length of Bwd Packets,URG Flag Count,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Bwd Avg Bulk Rate,Bwd IAT Total,Bwd Packet Length Max,FIN Flag Count,Flow Bytes/s,Fwd Avg Bytes/Bulk,Fwd IAT Total,Fwd PSH Flags,Fwd Packets/s,Idle Mean,Init_Win_bytes_forward,Subflow Fwd Packets,Total Length of Fwd Packets,Label
1.0,0.0,0.0,0.0,0.013449367088607595,0.0,0.004784070338763899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414667643288775,0.0,0.0,3.3333350555564454e-08,3.3333333055555556e-08,3.738317722071797e-08,1.4018690016595513e-07,0.0,0.5333333333399999,0.0,0.0,0.001015331505736623,0.001015331505736623,2.5e-08,2.5e-08,1.2499998750000125e-07,0.0,0.002654109589041096,0.004784070338763899,0.004076086956521739,0.0026413577215718903,0.0,0.0,0.0,0.0,0.0,0.002654109589041096,0.017804154302670624,0.0,0.011702951556957742,0.0030505523440623075,9.300595236607143e-06,0.0,1.0,0.0,0.0,0.00020217253513430812,0.0,0.0005178663904712584,0.0,0.0,0.0005178663904712584,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.011671469740634006,0.0,2.5e-08,1.0,0.22222222223333332,0.0,0.0149688720703125,0.0005178663904712584,0.00020217253513430812,nomaly
1.0,0.0,0.0,0.0,0.013449367088607595,0.0,0.004784070338763899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414820240493194,0.0,0.0,1.6666675277782227e-08,1.6666666527777778e-08,1.8691588610358985e-08,1.2149531347716112e-07,0.0,0.7999999999999999,0.0,0.0,0.001015331505736623,0.001015331505736623,8.333333333333334e-09,8.333333333333334e-09,1.0833332250000109e-07,0.0,0.002654109589041096,0.004784070338763899,0.004076086956521739,0.0026413577215718903,0.0,0.0,0.0,0.0,0.0,0.002654109589041096,0.017804154302670624,0.0,0.011702951556957742,0.0030505523440623075,9.300595236607143e-06,0.0,1.0,0.0,0.0,0.00020217253513430812,0.0,0.0005178663904712584,0.0,0.0,0.0005178663904712584,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.023535062439961577,0.0,8.333333333333334e-09,1.0,0.6666666666666667,0.0,0.0149688720703125,0.0005178663904712584,0.00020217253513430812,nomaly
1.0,0.0,0.0,0.0,0.013449367088607595,0.0,0.004784070338763899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414972837697613,0.0,0.0,4.166668819445557e-08,4.1666666319444445e-08,4.672897152589746e-08,1.4953269351035214e-07,0.0,0.49999999999999994,0.0,0.0,0.001015331505736623,0.001015331505736623,3.3333333333333334e-08,3.3333333333333334e-08,1.3333332000000134e-07,0.0,0.002654109589041096,0.004784070338763899,0.004076086956521739,0.0026413577215718903,0.0,0.0,0.0,0.0,0.0,0.002654109589041096,0.017804154302670624,0.0,0.011702951556957742,0.0030505523440623075,9.300595236607143e-06,0.0,1.0,0.0,0.0,0.00020217253513430812,0.0,0.0005178663904712584,0.0,0.0,0.0005178663904712584,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.010206532180595581,0.0,3.3333333333333334e-08,1.0,0.16666666666666669,0.0,0.0149688720703125,0.0005178663904712584,0.00020217253513430812,nomaly
1.0,0.0,0.0,0.0,0.006460970462816455,0.0,0.0037065770183604863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8431605932979308,0.0,0.0,3.3333350555564454e-08,2.4999999791666667e-08,2.336448576294873e-08,1.2149531347716112e-07,1.021830608381503e-08,0.6,0.0,0.0,0.0015229972586049345,0.0015229972586049345,1.6666666666666667e-08,1.25e-08,1.0833332250000109e-07,9.219123611473272e-09,0.002654109589041096,0.0037065770183604863,0.004076086956521739,0.00215665954866822,0.0,0.0,0.0,0.0,0.0,0.002654109589041096,0.017804154302670624,0.0,0.006324756906690432,0.002641855825484655,6.975446428571429e-06,0.0,0.0,0.0,0.0,0.00023495727056149323,0.0,0.001035732780942517,0.0,0.0,0.0010357327809425167,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.012632084534101824,0.0,2.5e-08,0.0,0.33333333333333337,0.0,0.0144500732421875,0.001035732780942517,0.00023495727056149323,nomaly
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005437368313736152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00925925926,0.0,0.0,0.5524934383202099,0.14285714285714285,0.0,4.5833357013901127e-07,4.5833332951388886e-07,5.14018686784872e-07,6.168223607302025e-07,0.0,0.40740740740799997,0.0,0.0,0.0008122652045892984,0.0008122652045892984,0.0,0.0,9.9999990000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019378662109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003399048266485384,0.0,0.0003399048266485384,0.0,0.0,1.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.005763688760806916,0.0,0.0,0.0,0.006172839506666667,0.0,0.01434326171875,0.0,0.0,nomaly
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8167612769334066,0.0,0.0,1.6666675277782227e-08,1.6666666527777778e-08,1.8691588610358985e-08,1.2149531347716112e-07,0.0,0.7999999999999999,0.0,0.0,0.0016245304091785967,0.0016245304091785967,8.333333333333334e-09,8.333333333333334e-09,1.0833332250000109e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005178663904712584,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.005763688760806916,0.0,8.333333333333334e-09,0.0,0.6666666666666667,0.0,0.0019989013671875,0.0005178663904712584,0.0,nomaly
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005437368313736152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003246753247,0.0,0.0,0.8167612769334066,0.14285714285714285,0.0,1.2916673340281225e-06,1.2916666559027778e-06,1.4485981173028215e-06,1.5514016951699036e-06,0.0,0.402597402598,0.0,0.0,0.0008122652045892984,0.0008122652045892984,0.0,0.0,9.9999990000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003399048266485384,0.0,0.0003399048266485384,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.005763688760806916,0.0,0.0,0.0,0.002164502164666667,0.0,0.0019989013671875,0.0,0.0,nomaly
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8167917963742904,0.0,0.0,1.6666675277782227e-08,1.6666666527777778e-08,1.8691588610358985e-08,1.2149531347716112e-07,0.0,0.7999999999999999,0.0,0.0,0.0016245304091785967,0.0016245304091785967,8.333333333333334e-09,8.333333333333334e-09,1.0833332250000109e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005178663904712584,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.005763688760806916,0.0,8.333333333333334e-09,0.0,0.6666666666666667,0.0,0.0019989013671875,0.0005178663904712584,0.0,nomaly
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005437368313736152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042372881355,0.0,0.0,0.8167917963742904,0.14285714285714285,0.0,9.916671790280423e-07,9.916666584027779e-07,1.1121495223163598e-06,1.2149531347716113e-06,0.0,0.403389830508,0.0,0.0,0.0008122652045892984,0.0008122652045892984,0.0,0.0,9.9999990000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003399048266485384,0.0,0.0003399048266485384,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.005763688760806916,0.0,0.0,0.0,0.002824858757,0.0,0.0019989013671875,0.0,0.0,nomaly
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005437368313736152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002092050209,0.0,0.0,0.8168070560947324,0.14285714285714285,0.0,2.0000010333338675e-06,1.9999999833333333e-06,2.2429906332430783e-06,2.3457941294436494e-06,0.0,0.4016736401674,0.0,0.0,0.0008122652045892984,0.0008122652045892984,0.0,0.0,9.9999990000001e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003399048266485384,0.0,0.0003399048266485384,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.005763688760806916,0.0,0.0,0.0,0.0013947001393333335,0.0,0.0019989013671875,0.0,0.0,nomaly
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8168223158151743,0.0,0.0,1.6666675277782227e-08,1.6666666527777778e-08,1.4018691457769239e-08,1.121495201327641e-07,1.021830608381503e-08,1.0,0.0,0.0,0.0024367956137678953,0.0024367956137678953,8.333333333333334e-09,4.166666666666667e-09,9.9999990000001e-08,9.219123611473272e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001035732780942517,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.005763688760806916,0.0,8.333333333333334e-09,0.0,1.0,0.0,0.0019989013671875,0.001035732780942517,0.0,nomaly
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8168070560947324,0.0,0.0,1.6666675277782227e-08,1.6666666527777778e-08,1.8691588610358985e-08,1.2149531347716112e-07,0.0,0.7999999999999999,0.0,0.0,0.0016245304091785967,0.0016245304091785967,8.333333333333334e-09,8.333333333333334e-09,1.0833332250000109e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005178663904712584,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.005763688760806916,0.0,8.333333333333334e-09,0.0,0.6666666666666667,0.0,0.0019989013671875,0.0005178663904712584,0.0,nomaly
1.0,0.0,0.0,0.0,0.09196993670886076,0.0,0.032066201189552626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83981871452115,0.0,0.0,4.166668819445557e-08,4.1666666319444445e-08,4.672897152589746e-08,1.4953269351035214e-07,0.0,0.49999999999999994,0.0,0.0,0.001015331505736623,0.001015331505736623,3.3333333333333334e-08,3.3333333333333334e-08,1.3333332000000134e-07,0.0,0.01857876712328767,0.032066201189552626,0.021059782608695652,0.01965170144801673,0.0,0.0,0.0,0.0,0.0,0.01857876712328767,0.09198813056379822,0.0,0.08002753637036873,0.0226961094459104,0.0005148214285714286,0.0,1.0,0.0,0.0,0.0013551023976569841,0.0,0.0005178663904712584,0.0,0.0,0.0005178663904712584,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.03554274735830931,0.0,3.3333333333333334e-08,1.0,0.16666666666666669,0.0,0.003631591796875,0.0005178663904712584,0.0013551023976569841,nomaly
1.0,0.0,0.0,0.0,0.06210443037974683,0.0,0.021894664253943624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8434810474272111,0.0,0.0,5.0000025833346684e-08,4.1666666319444445e-08,3.2710280068128226e-08,1.2149531347716112e-07,3.065491826589595e-08,0.52,0.0,0.0,0.0015229972586049345,0.0015229972586049345,3.3333333333333334e-08,2.0833333333333335e-08,1.0833332250000109e-07,2.7657370847457628e-08,0.01857876712328767,0.021894664253943624,0.004076086956521739,0.017225433011997207,0.0,0.0,0.0,0.0,0.0,0.01857876712328767,0.017804154302670624,0.0,0.060795112307167214,0.024317246061416404,0.0005909933035714286,0.0,1.0,0.0,0.0,0.0013878871330841693,0.0,0.001035732780942517,0.0,0.0,0.0010357327809425167,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.03016330451488953,0.0,4.166666666666667e-08,1.0,0.2,0.0,0.00189208984375,0.001035732780942517,0.0013878871330841693,nomaly
1.0,0.0,0.0,0.0,0.003560126582278481,0.0,0.0015515903801396431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8435115668680949,0.0,0.0,4.166668819445557e-08,4.1666666319444445e-08,4.672897152589746e-08,1.4953269351035214e-07,0.0,0.49999999999999994,0.0,0.0,0.001015331505736623,0.001015331505736623,3.3333333333333334e-08,3.3333333333333334e-08,1.3333332000000134e-07,0.0,0.0005136986301369864,0.0015515903801396431,0.004076086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0005136986301369864,0.017804154302670624,0.0,0.0030978401175626607,0.0,0.0,0.0,0.0,0.0,0.0,6.55694708543702e-05,0.0,0.0005178663904712584,0.0,0.0,0.0005178663904712584,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.007204610951008645,0.0,3.3333333333333334e-08,0.0,0.16666666666666669,0.0,0.5355224609375,0.0005178663904712584,6.55694708543702e-05,nomaly
